Date,dual_us_weighted_return,dual_us_fraction_up,dual_us_weight_sum,dual_us_normalized_return
2026-02-09,0.006072047369483699,0.6666666666666666,0.5240241999999999,0.011587341518738447
2026-02-10,0.00011473680683650109,0.6666666666666666,0.5240241999999999,0.0002189532598618558
2026-02-11,0.0019934569910397,0.4444444444444444,0.5240241999999999,0.0038041315478172582
2026-02-12,-0.0075054733749417,0.2222222222222222,0.5240241999999999,-0.014322761000239494
2026-02-13,-0.0012328565840015993,0.4444444444444444,0.5240241999999999,-0.002352671086567375
2026-02-17,0.012711120858607,0.5555555555555556,0.5240241999999999,0.02425674397977613
2026-02-18,-0.0019390627960111004,0.5555555555555556,0.5240241999999999,-0.003700330625973191
2026-02-19,-0.0023473885592176997,0.3333333333333333,0.5240241999999999,-0.00447954227918806
2026-02-20,0.0008756324624318003,0.4444444444444444,0.5240241999999999,0.0016709771465359814
2026-02-23,0.0016912558927503,0.4444444444444444,0.5240241999999999,0.0032274385281258005
2026-02-24,0.0031867548666339,0.5555555555555556,0.5240241999999999,0.006081312402430842
2026-02-25,-0.0009995942355905001,0.3333333333333333,0.5240241999999999,-0.00190753449094622
2026-02-26,-0.005772613761113699,0.4444444444444444,0.5240241999999999,-0.011015929724454901
2026-02-27,-0.0047750649742803,0.4444444444444444,0.5240241999999999,-0.009112298581401968
2026-03-02,0.0258229685829513,0.8888888888888888,0.5240241999999999,0.049278198569744115
2026-03-03,-0.0164109467335495,0.1111111111111111,0.5240241999999999,-0.031317154309952674
2026-03-04,0.0115471799779826,0.7777777777777778,0.5240241999999999,0.022035585337437855
2026-03-05,-0.0016757892385240996,0.5555555555555556,0.5240241999999999,-0.0031979233755313205
2026-03-06,-0.012574957763123198,0.4444444444444444,0.5240241999999999,-0.023996902744421345
2026-03-09,0.011885003705915302,0.7777777777777778,0.5240241999999999,0.02268025733528204
2026-03-10,-0.0105297752936722,0.4444444444444444,0.5240241999999999,-0.020094063010204874
2026-03-11,-0.0007841504308175999,0.5555555555555556,0.5240241999999999,-0.001496401179215769
2026-03-12,-0.0074979498770712,0.3333333333333333,0.5240241999999999,-0.0143084038429355
2026-03-13,0.0028809820120355993,0.5555555555555556,0.5240241999999999,0.005497803368690987
2026-03-16,0.018304288998129498,0.7777777777777778,0.5240241999999999,0.03493023604278104
2026-03-17,0.0143023654185965,0.6666666666666666,0.5240241999999999,0.02729333000002004
2026-03-18,0.0012966987582938999,0.4444444444444444,0.5240241999999999,0.002474501670521896
2026-03-19,0.017267435212229697,0.7777777777777778,0.5240241999999999,0.032951598823546126
2026-03-20,-0.0174191541159822,0.0,0.5240241999999999,-0.03324112534494056
2026-03-23,0.0102801648341783,0.7777777777777778,0.5240241999999999,0.019617729170099973
2026-03-24,0.0060764537129536994,0.6666666666666666,0.5240241999999999,0.011595750182823045
2026-03-25,0.0012254114726045003,0.4444444444444444,0.5240241999999999,0.0023384635148615282
2026-03-26,-0.012429355552406998,0.4444444444444444,0.5240241999999999,-0.023719048762265178
2026-03-27,-0.0150545798057045,0.2222222222222222,0.5240241999999999,-0.02872878734551668
2026-03-30,-0.0200740257022885,0.1111111111111111,0.5240241999999999,-0.03830744019510645
2026-03-31,0.027005221956099,0.8888888888888888,0.5240241999999999,0.05153430310298457
2026-04-01,0.01672343222426309,0.8888888888888888,0.5240241999999999,0.031913473126361516
2026-04-02,0.002008310916334948,0.2222222222222222,0.5240241999999999,0.003832477424391752
2026-04-06,-0.0020322200164722003,0.5555555555555556,0.5240241999999999,-0.003878103370936305
2026-04-07,-0.0013824743170664526,0.4444444444444444,0.5240241999999999,-0.0026381879254172855
2026-04-08,0.018617027795294002,0.8888888888888888,0.5240241999999999,0.035527038246122994
2026-04-09,0.004717411602200958,0.7777777777777778,0.5240241999999999,0.009002278143263152
2026-04-10,-0.0008799149874657646,0.3333333333333333,0.5240241999999999,-0.0016791495268076641
2026-04-13,0.008825857803650508,0.8888888888888888,0.5240241999999999,0.016842462244397317
2026-04-14,0.01008804048567425,0.6666666666666666,0.5240241999999999,0.019251096582322443
