Date,Score,Threshold,Trade,Predicted_Up,Actual_Up,TA35_Return,Strategy_Return,Always_Up_Pred,Open_Gap_Pred,Dual_Return_Pred,Strategy_Equity,BuyHold_Equity
2026-03-18,-0.018472057224390735,0.07559977748691755,0,0,1,0.0124054798136938,0.0,1,1,1,1.0159457947537445,1.0712707264999912
2026-03-19,0.10758850051440932,0.07359894870159744,1,1,1,0.0023096032464826,0.0023096032464826,1,0,1,1.0182922264595582,1.0737449368477774
2026-03-20,-0.1916934376763924,0.07826754920067767,0,0,1,0.0020510890748728,0.0,1,1,0,1.0182922264595582,1.075947283356946
2026-03-23,0.09246423800906342,0.07626672041535759,1,1,1,0.0009898327715782,0.0009898327715782,1,0,1,1.0193001654763512,1.0770122912385032
2026-03-24,0.05251239155220745,0.08217399564785882,0,1,0,-0.0117226669877933,0.0,1,0,1,1.0193001654763512,1.064386834806554
2026-03-25,-0.016085154002112634,0.07893449212911771,0,0,1,0.0097480732324,0.0,1,1,1,1.0193001654763512,1.0747625556198508
2026-03-26,-0.024324744552819334,0.07693366334379759,0,0,0,-0.0109674619585017,0.0,1,0,0,1.0193001654763512,1.0629751381766679
2026-03-27,-0.13435453826129243,0.07493283455847752,0,0,0,-0.0379483088330185,0.0,1,0,0,1.0193001654763512,1.0226370293513192
2026-03-30,-0.16013590930129945,0.07293200577315745,0,0,0,-0.0189140805634956,0.0,1,0,0,1.0193001654763512,1.0032947901909544
2026-03-31,0.14585528930785827,0.07138737419731109,1,1,1,0.0190027768317269,0.0190027768317269,1,0,1,1.0386696990454405,1.0223601771853874
2026-04-06,0.046357318257606334,0.07559977748691755,0,1,1,0.0364527044335096,0.0,1,1,0,1.0386696990454405,1.0596279705489169
2026-04-09,0.12953203366367733,0.07359894870159744,1,1,1,0.0263556184284545,0.0263556184284545,1,1,1,1.0660444813066798,1.087555121016822
