Date,Score,Threshold,Trade,Predicted_Up,Actual_Up,TA35_Return,Strategy_Return,Always_Up_Pred,Open_Gap_Pred,Dual_Return_Pred,Strategy_Equity,BuyHold_Equity
2026-03-13,-0.00876712725238,0.00302459711055715,0,0,1,0.0075756662172559,0.0,1,0,1,1.070467491544252,1.0419568210387702
2026-03-16,0.002396124071831,0.0030240926530513,0,1,0,-0.0001292614384403,0.0,1,1,1,1.070467491544252,1.04182213620129
2026-03-17,-0.0046013444927509,0.00302131977871777,0,0,1,0.0156665964414992,0.0,1,0,1,1.070467491544252,1.0581439431729764
2026-03-18,0.0037501649978315,0.0030185469043842402,1,1,1,0.0124054798136938,0.0124054798136938,1,1,1,1.0837471544018198,1.0712707264999912
2026-03-19,-0.0035226105967018,0.00302426080555325,0,0,1,0.0023096032464826,0.0,1,0,1,1.0837471544018198,1.0737449368477774
2026-03-20,0.0083065623236076,0.00302224407016228,1,1,1,0.0020510890748728,0.0020510890748728,1,1,0,1.0859700163501378,1.075947283356946
2026-03-23,-0.0186468731020477,0.00302493341556105,0,0,1,0.0009898327715782,0.0,1,0,1,1.0859700163501378,1.0770122912385032
2026-03-24,-0.0141542751144592,0.0030244289580552,0,0,0,-0.0117226669877933,0.0,1,0,1,1.0859700163501378,1.064386834806554
2026-03-25,0.0061370682201096,0.00302316836160679,1,1,1,0.0097480732324,0.0097480732324,1,1,1,1.0965561315977095,1.0747625556198508
2026-03-26,-0.0021025223305971,0.003025101568063,0,0,0,-0.0109674619585017,0.0,1,0,0,1.0965561315977095,1.0629751381766679
2026-03-27,-0.0232434271501813,0.00302459711055715,0,0,0,-0.0379483088330185,0.0,1,0,0,1.0965561315977095,1.0226370293513192
2026-03-30,-0.0045803537457439,0.0030240926530513,0,0,0,-0.0189140805634956,0.0,1,0,0,1.0965561315977095,1.0032947901909544
2026-03-31,-0.0097002662476973,0.00302131977871777,0,0,1,0.0190027768317269,0.0,1,0,1,1.0965561315977095,1.0223601771853874
2026-04-06,0.0241350960353841,0.0030185469043842402,1,1,1,0.0364527044335096,0.0364527044335096,1,1,0,1.1365285681575936,1.0596279705489169
2026-04-09,0.0184209225525662,0.00302426080555325,1,1,1,0.0263556184284545,0.0263556184284545,1,1,1,1.166482481432993,1.087555121016822
