Date,Score,Threshold,Trade,Predicted_Up,Actual_Up,TA35_Return,Strategy_Return,Always_Up_Pred,Open_Gap_Pred,Dual_Return_Pred,Strategy_Equity,BuyHold_Equity
2026-01-28,0.0062653391064908,0.002799791189251109,1,1,0,-0.0071881796595966,-0.0071881796595966,1,1,1,0.9928118203404034,0.9928118203404034
2026-01-29,0.0072201259125646,0.0030148497386062,1,1,0,-0.0004195410672923,-0.0004195410672923,1,1,0,0.9923952950096774,0.9923952950096774
2026-01-30,-0.0012264788746554,0.0034574884361040495,0,0,1,0.0062329254285764,0.0,1,0,0,0.9923952950096774,0.9985808208791428
2026-02-02,-0.0078852652691155,0.003267786137176399,0,0,1,0.0114020386295574,0.0,1,0,1,0.9923952950096774,1.009966677973542
2026-02-03,0.0051169085179734,0.0030780838382487487,1,1,1,0.0174078610729704,0.0174078610729704,1,1,1,1.0096707744346753,1.0275480375920347
2026-02-04,0.006425053582568,0.003520722535746598,1,1,1,0.000169910748311,0.000169910748311,1,1,0,1.0098423283515074,1.0277226290480275
2026-02-05,-0.0079601796864952,0.003974554517110548,0,0,0,-0.0197791050136997,0.0,1,0,1,1.0098423283515074,1.007395195243131
2026-02-06,0.0017925184636828,0.003778136247863237,0,1,1,0.0031839485418456,0.0,1,1,1,1.0098423283515074,1.0106026897060878
2026-02-09,0.0129347683908911,0.003583956635389149,1,1,1,0.0167576945953351,0.0167576945953351,1,1,1,1.0267649576794642,1.0275380609374067
2026-02-10,0.001116567187003,0.004040027273526316,0,1,1,0.0178893481917679,0.0,1,1,1,1.0267649576794642,1.04592004708981
2026-02-11,-0.0024776616978302,0.003843609004279008,0,0,0,-0.0078860704857792,0.0,1,0,1,1.0267649576794642,1.0376718478759703
2026-02-12,0.0044154408229979,0.0036471907350317,1,1,1,0.0072493029516393,0.0072493029516393,1,1,0,1.0342082879178098,1.0451942454656107
2026-02-13,-0.0035365201786874,0.004105500029942087,0,0,0,-0.0048537665610324,0.0,1,0,0,1.0342082879178098,1.0401211165871862
2026-02-17,0.0008464781234562,0.003909081760694779,0,1,1,0.006253866702476,0.0,1,1,1,1.0342082879178098,1.0466258954047531
2026-02-18,0.0030240926530513,0.003712663491447466,0,1,1,0.0086623930605531,0.0,1,1,0,1.0342082879178098,1.0556921802981025
2026-02-19,-0.0015947456085431,0.003522571118635618,0,0,0,-0.0052591166290619,0.0,1,0,0,1.0342082879178098,1.0501401719975263
2026-02-20,0.0017528067471184,0.0033356416940415,0,1,1,0.0051586670118444,0.0,1,1,1,1.0342082879178098,1.0555574954606226
2026-02-23,-0.0008175590899102,0.0031487122694473773,0,0,1,0.0026842402489539,0.0,1,0,1,1.0342082879178098,1.0583908653750231
2026-02-24,0.0016354540034451,0.00302316836160679,0,1,0,-0.0175493169505146,0.0,1,1,1,1.0342082879178098,1.0398168286210274
2026-02-25,0.0064427920364595,0.00302039548727326,1,1,0,-0.0014631806188535,-0.0014631806188535,1,1,0,1.0326950543950708,1.0382953887902313
2026-02-26,-0.0030939969732636,0.0032110220776454183,0,0,0,-0.0147253116817601,0.0,1,0,0,1.0326950543950708,1.0230061655725609
2026-02-27,-0.0015091671542813,0.0030240926530513,0,0,1,0.0065242832065532,0.0,1,0,0,1.0326950543950708,1.0296805475188064
2026-03-02,0.0255113410652172,0.00302131977871777,1,1,1,0.0460570299101823,0.0460570299101823,1,1,1,1.080257921403442,1.077104575293813
2026-03-04,-0.0070255875882829,0.003273331885843459,0,0,0,-0.0020423758249391,0.0,1,0,1,1.080257921403442,1.0749047229483017
2026-03-05,-0.0033436357223738,0.0030864024612493363,0,0,1,0.0107270145347218,0.0,1,0,0,1.080257921403442,1.0864352415348093
2026-03-06,0.0030257741780708,0.00302224407016228,1,1,1,0.0001767713290679,0.0001767713290679,1,1,0,1.0804488800319447,1.0866272921364015
2026-03-09,-0.0175821956168459,0.00302493341556105,0,0,0,-0.0297611943039194,0.0,1,0,1,1.0804488800319447,1.0542879661591882
2026-03-10,0.0056966846620076,0.0030244289580552,1,1,0,-0.0092381867130981,-0.0092381867130981,1,1,0,1.070467491544252,1.0445482570784372
2026-03-11,-0.0111342726905876,0.00302560602556885,0,0,1,0.0056948832011689,0.0,1,0,0,1.070467491544252,1.0504968374004835
2026-03-12,-0.0057599802460692,0.003025101568063,0,0,0,-0.015587085867867,0.0,1,0,0,1.070467491544252,1.0341226529919996
