Date,Score,Threshold,Trade,Predicted_Up,Actual_Up,TA35_Return,Strategy_Return,Always_Up_Pred,Open_Gap_Pred,Dual_Return_Pred,Strategy_Equity,BuyHold_Equity
2026-01-28,0.0062653391064908,0.0,1,1,0,-0.0071881796595966,-0.0071881796595966,1,1,1,0.9928118203404034,0.9928118203404034
2026-01-29,0.0072201259125646,0.0,1,1,0,-0.0004195410672923,-0.0004195410672923,1,1,0,0.9923952950096774,0.9923952950096774
2026-01-30,-0.0012264788746554,0.0,0,0,1,0.0062329254285764,0.0,1,0,0,0.9923952950096774,0.9985808208791428
2026-02-02,-0.0078852652691155,0.0,0,0,1,0.0114020386295574,0.0,1,0,1,0.9923952950096774,1.009966677973542
2026-02-03,0.0051169085179734,0.0,1,1,1,0.0174078610729704,0.0174078610729704,1,1,1,1.0096707744346753,1.0275480375920347
2026-02-04,0.006425053582568,0.0,1,1,1,0.000169910748311,0.000169910748311,1,1,0,1.0098423283515074,1.0277226290480275
2026-02-05,-0.0079601796864952,0.0,0,0,0,-0.0197791050136997,0.0,1,0,1,1.0098423283515074,1.007395195243131
2026-02-06,0.0017925184636828,0.0,1,1,1,0.0031839485418456,0.0031839485418456,1,1,1,1.0130576143603562,1.0106026897060878
2026-02-09,0.0129347683908911,0.0,1,1,1,0.0167576945953351,0.0167576945953351,1,1,1,1.0300341244692859,1.0275380609374067
2026-02-10,0.001116567187003,0.0,1,1,1,0.0178893481917679,0.0178893481917679,1,1,1,1.0484607635713197,1.04592004708981
2026-02-11,-0.0024776616978302,0.0,0,0,0,-0.0078860704857792,0.0,1,0,1,1.0484607635713197,1.0376718478759703
2026-02-12,0.0044154408229979,0.0,1,1,1,0.0072493029516393,0.0072493029516393,1,1,0,1.0560613732793553,1.0451942454656107
2026-02-13,-0.0035365201786874,0.0,0,0,0,-0.0048537665610324,0.0,1,0,0,1.0560613732793553,1.0401211165871862
2026-02-17,0.0008464781234562,0.0,1,1,1,0.006253866702476,0.006253866702476,1,1,1,1.0626658403374782,1.0466258954047531
2026-02-18,0.0030240926530513,0.0,1,1,1,0.0086623930605531,0.0086623930605531,1,1,0,1.0718710695385045,1.0556921802981025
2026-02-19,-0.0015947456085431,0.0,0,0,0,-0.0052591166290619,0.0,1,0,0,1.0718710695385045,1.0501401719975263
2026-02-20,0.0017528067471184,0.0,1,1,1,0.0051586670118444,0.0051586670118444,1,1,1,1.0774004954658831,1.0555574954606226
2026-02-23,-0.0008175590899102,0.0,0,0,1,0.0026842402489539,0.0,1,0,1,1.0774004954658831,1.0583908653750231
2026-02-24,0.0016354540034451,0.0,1,1,0,-0.0175493169505146,-0.0175493169505146,1,1,1,1.0584928526883108,1.0398168286210274
2026-02-25,0.0064427920364595,0.0,1,1,0,-0.0014631806188535,-0.0014631806188535,1,1,0,1.0569440864610624,1.0382953887902313
2026-02-26,-0.0030939969732636,0.0,0,0,0,-0.0147253116817601,0.0,1,0,0,1.0569440864610624,1.0230061655725609
2026-02-27,-0.0015091671542813,0.0,0,0,1,0.0065242832065532,0.0,1,0,0,1.0569440864610624,1.0296805475188064
2026-03-02,0.0255113410652172,0.0,1,1,1,0.0460570299101823,0.0460570299101823,1,1,1,1.10562379186459,1.077104575293813
2026-03-04,-0.0070255875882829,0.0,0,0,0,-0.0020423758249391,0.0,1,0,1,1.10562379186459,1.0749047229483017
2026-03-05,-0.0033436357223738,0.0,0,0,1,0.0107270145347218,0.0,1,0,0,1.10562379186459,1.0864352415348093
2026-03-06,0.0030257741780708,0.0,1,1,1,0.0001767713290679,0.0001767713290679,1,1,0,1.105819234451727,1.0866272921364015
2026-03-09,-0.0175821956168459,0.0,0,0,0,-0.0297611943039194,0.0,1,0,1,1.105819234451727,1.0542879661591882
2026-03-10,0.0056966846620076,0.0,1,1,0,-0.0092381867130981,-0.0092381867130981,1,1,0,1.095603469892927,1.0445482570784372
2026-03-11,-0.0111342726905876,0.0,0,0,1,0.0056948832011689,0.0,1,0,0,1.095603469892927,1.0504968374004835
2026-03-12,-0.0057599802460692,0.0,0,0,0,-0.015587085867867,0.0,1,0,0,1.095603469892927,1.0341226529919996
2026-03-13,-0.00876712725238,0.0,0,0,1,0.0075756662172559,0.0,1,0,1,1.095603469892927,1.0419568210387702
2026-03-16,0.002396124071831,0.0,1,1,0,-0.0001292614384403,-0.0001292614384403,1,1,1,1.0954618506124483,1.04182213620129
2026-03-17,-0.0046013444927509,0.0,0,0,1,0.0156665964414992,0.0,1,0,1,1.0954618506124483,1.0581439431729764
2026-03-18,0.0037501649978315,0.0,1,1,1,0.0124054798136938,0.0124054798136938,1,1,1,1.1090515804868928,1.0712707264999912
2026-03-19,-0.0035226105967018,0.0,0,0,1,0.0023096032464826,0.0,1,0,1,1.1090515804868928,1.0737449368477774
2026-03-20,0.0083065623236076,0.0,1,1,1,0.0020510890748728,0.0020510890748728,1,1,0,1.1113263440671,1.075947283356946
2026-03-23,-0.0186468731020477,0.0,0,0,1,0.0009898327715782,0.0,1,0,1,1.1113263440671,1.0770122912385032
2026-03-24,-0.0141542751144592,0.0,0,0,0,-0.0117226669877933,0.0,1,0,1,1.1113263440671,1.064386834806554
2026-03-25,0.0061370682201096,0.0,1,1,1,0.0097480732324,0.0097480732324,1,1,1,1.1221596346541614,1.0747625556198508
2026-03-26,-0.0021025223305971,0.0,0,0,0,-0.0109674619585017,0.0,1,0,0,1.1221596346541614,1.0629751381766679
2026-03-27,-0.0232434271501813,0.0,0,0,0,-0.0379483088330185,0.0,1,0,0,1.1221596346541614,1.0226370293513192
2026-03-30,-0.0045803537457439,0.0,0,0,0,-0.0189140805634956,0.0,1,0,0,1.1221596346541614,1.0032947901909544
2026-03-31,-0.0097002662476973,0.0,0,0,1,0.0190027768317269,0.0,1,0,1,1.1221596346541614,1.0223601771853874
2026-04-06,0.0241350960353841,0.0,1,1,1,0.0364527044335096,0.0364527044335096,1,1,0,1.1630653881434247,1.0596279705489169
2026-04-09,0.0184209225525662,0.0,1,1,1,0.0263556184284545,0.0263556184284545,1,1,1,1.1937186957206753,1.087555121016822
