model_name,rows_tested,trades,trade_rate,model_accuracy,always_up_accuracy,open_gap_accuracy,dual_return_accuracy,traded_up_rate,skipped_up_rate,avg_trade_return,median_trade_return,avg_skip_return,median_skip_return,cumulative_strategy_return,cumulative_buy_hold_return,max_drawdown
gap_only,45,22,0.4888888888888889,0.6222222222222222,0.6,0.6222222222222222,0.6,0.7272727272727273,0.4782608695652174,0.008181458756869467,0.0057062668571602,-0.003940725389251892,-0.0020423758249391,0.19371869572067535,0.08755512101682195,-0.018986819748931905
gap_dual_ret,45,21,0.4666666666666667,0.6,0.6,0.6222222222222222,0.6,0.7142857142857143,0.5,0.008664524467630094,0.006253866702476,-0.0038583168800790497,-0.00093623253831405,0.19606102345130627,0.08755512101682195,-0.018986819748932127
gap_frac_up,45,23,0.5111111111111111,0.6444444444444445,0.6,0.6222222222222222,0.6,0.7391304347826086,0.45454545454545453,0.007999820941125309,0.0075756662172559,-0.004301839679433968,-0.0009413608430729,0.1975692722071638,0.08755512101682195,-0.029761194303919547
full_formula,45,23,0.5111111111111111,0.6444444444444445,0.6,0.6222222222222222,0.6,0.7391304347826086,0.45454545454545453,0.007999820941125309,0.0075756662172559,-0.004301839679433968,-0.0009413608430729,0.1975692722071638,0.08755512101682195,-0.029761194303919547
